broker,source,title,summary,published,url,_sample_tone,clean_text,compound_score,sentiment_label
Utilitywise,Current News,Utilitywise praised by Trustpilot reviewers for transparent pricing,,2026-05-28 17:59:39+00:00,https://example.com/sample-article,positive,Utilitywise praised by Trustpilot reviewers for transparent pricing. ,0.6124,positive
Utilitywise,FT Energy,Utilitywise publishes quarterly market update for business customers,,2026-05-01 17:59:39+00:00,https://example.com/sample-article,neutral,Utilitywise publishes quarterly market update for business customers. ,0.0,neutral
Utilitywise,Utility Week,Utilitywise fined following regulatory breach in sales practices,,2026-05-17 17:59:39+00:00,https://example.com/sample-article,negative,Utilitywise fined following regulatory breach in sales practices. ,-0.7579,negative
Utilitywise,FT Energy,Utilitywise fined following regulatory breach in sales practices,,2026-05-09 17:59:39+00:00,https://example.com/sample-article,negative,Utilitywise fined following regulatory breach in sales practices. ,-0.7579,negative
Utilitywise,Utility Week,Utilitywise updates its broker fee disclosure policy,,2026-06-06 17:59:39+00:00,https://example.com/sample-article,neutral,Utilitywise updates its broker fee disclosure policy. ,0.0,neutral
Love Energy Savings,FT Energy,Love Energy Savings announces partnership to support small business energy switching,,2026-04-30 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings announces partnership to support small business energy switching. ,0.9062,positive
Love Energy Savings,BBC Business,Love Energy Savings praised by Trustpilot reviewers for transparent pricing,,2026-05-12 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings praised by Trustpilot reviewers for transparent pricing. ,0.8834,positive
Love Energy Savings,BBC Business,Love Energy Savings expands into new regional markets with strong growth,,2026-06-21 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings expands into new regional markets with strong growth. ,0.9287,positive
Love Energy Savings,BBC Business,Love Energy Savings to attend upcoming UK energy industry conference,,2026-06-10 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings to attend upcoming UK energy industry conference. ,0.8126,positive
Love Energy Savings,FT Energy,Love Energy Savings announces partnership to support small business energy switching,,2026-05-27 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings announces partnership to support small business energy switching. ,0.9062,positive
Love Energy Savings,BBC Business,Love Energy Savings comments on rising wholesale electricity prices,,2026-04-15 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings comments on rising wholesale electricity prices. ,0.743,positive
Love Energy Savings,BBC Business,Love Energy Savings announces partnership to support small business energy switching,,2026-05-06 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings announces partnership to support small business energy switching. ,0.9062,positive
Love Energy Savings,Utility Week,Love Energy Savings to attend upcoming UK energy industry conference,,2026-06-17 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings to attend upcoming UK energy industry conference. ,0.8126,positive
Love Energy Savings,BBC Business,Love Energy Savings announces partnership to support small business energy switching,,2026-04-09 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings announces partnership to support small business energy switching. ,0.9062,positive
Love Energy Savings,Utility Week,Love Energy Savings updates its broker fee disclosure policy,,2026-06-02 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings updates its broker fee disclosure policy. ,0.743,positive
Love Energy Savings,BBC Business,Love Energy Savings faces Ofgem investigation over mis-selling complaints,,2026-06-20 17:59:39+00:00,https://example.com/sample-article,negative,Love Energy Savings faces Ofgem investigation over mis-selling complaints. ,-0.4588,negative
Love Energy Savings,FT Energy,Love Energy Savings announces partnership to support small business energy switching,,2026-04-06 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings announces partnership to support small business energy switching. ,0.9062,positive
Love Energy Savings,FT Energy,Love Energy Savings faces Ofgem investigation over mis-selling complaints,,2026-05-31 17:59:39+00:00,https://example.com/sample-article,negative,Love Energy Savings faces Ofgem investigation over mis-selling complaints. ,-0.4588,negative
Love Energy Savings,FT Energy,Love Energy Savings updates its broker fee disclosure policy,,2026-06-28 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings updates its broker fee disclosure policy. ,0.743,positive
Love Energy Savings,Current News,Love Energy Savings wins customer service award for third year running,,2026-04-16 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings wins customer service award for third year running. ,0.9186,positive
Love Energy Savings,Utility Week,Love Energy Savings comments on rising wholesale electricity prices,,2026-05-14 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings comments on rising wholesale electricity prices. ,0.743,positive
Love Energy Savings,Current News,Love Energy Savings updates its broker fee disclosure policy,,2026-05-16 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings updates its broker fee disclosure policy. ,0.743,positive
Love Energy Savings,FT Energy,Love Energy Savings fined following regulatory breach in sales practices,,2026-04-29 17:59:39+00:00,https://example.com/sample-article,negative,Love Energy Savings fined following regulatory breach in sales practices. ,-0.0516,negative
Love Energy Savings,Utility Week,Love Energy Savings announces partnership to support small business energy switching,,2026-06-24 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings announces partnership to support small business energy switching. ,0.9062,positive
Love Energy Savings,BBC Business,Love Energy Savings to attend upcoming UK energy industry conference,,2026-05-15 17:59:39+00:00,https://example.com/sample-article,neutral,Love Energy Savings to attend upcoming UK energy industry conference. ,0.8126,positive
Love Energy Savings,BBC Business,Love Energy Savings wins customer service award for third year running,,2026-04-16 17:59:39+00:00,https://example.com/sample-article,positive,Love Energy Savings wins customer service award for third year running. ,0.9186,positive
Love Energy Savings,BBC Business,Love Energy Savings fined following regulatory breach in sales practices,,2026-06-27 17:59:39+00:00,https://example.com/sample-article,negative,Love Energy Savings fined following regulatory breach in sales practices. ,-0.0516,negative
Love Energy Savings,Current News,Love Energy Savings hit with backlash after sudden contract changes,,2026-05-09 17:59:39+00:00,https://example.com/sample-article,negative,Love Energy Savings hit with backlash after sudden contract changes. ,0.4767,positive
Love Energy Savings,Utility Week,Love Energy Savings faces Ofgem investigation over mis-selling complaints,,2026-05-11 17:59:39+00:00,https://example.com/sample-article,negative,Love Energy Savings faces Ofgem investigation over mis-selling complaints. ,-0.4588,negative
Love Energy Savings,Current News,Analysts review Love Energy Savings's position in the business energy market,,2026-05-09 17:59:39+00:00,https://example.com/sample-article,neutral,Analysts review Love Energy Savings's position in the business energy market. ,0.8126,positive
Business Energy Comparison,BBC Business,Business Energy Comparison fined following regulatory breach in sales practices,,2026-04-07 17:59:39+00:00,https://example.com/sample-article,negative,Business Energy Comparison fined following regulatory breach in sales practices. ,-0.6597,negative
Business Energy Comparison,Current News,"Customers report being overcharged by Business Energy Comparison, watchdog says",,2026-04-14 17:59:39+00:00,https://example.com/sample-article,negative,"Customers report being overcharged by Business Energy Comparison, watchdog says. ",-0.5267,negative
Business Energy Comparison,FT Energy,Business Energy Comparison to attend upcoming UK energy industry conference,,2026-04-22 17:59:39+00:00,https://example.com/sample-article,neutral,Business Energy Comparison to attend upcoming UK energy industry conference. ,0.4939,positive
Business Energy Comparison,FT Energy,Analysts review Business Energy Comparison's position in the business energy market,,2026-04-27 17:59:39+00:00,https://example.com/sample-article,neutral,Analysts review Business Energy Comparison's position in the business energy market. ,0.4939,positive
Business Energy Comparison,Current News,Business Energy Comparison announces partnership to support small business energy switching,,2026-04-05 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison announces partnership to support small business energy switching. ,0.7964,positive
Business Energy Comparison,BBC Business,Business Energy Comparison praised by Trustpilot reviewers for transparent pricing,,2026-06-20 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison praised by Trustpilot reviewers for transparent pricing. ,0.7269,positive
Business Energy Comparison,Current News,Business Energy Comparison wins customer service award for third year running,,2026-05-26 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison wins customer service award for third year running. ,0.8316,positive
Business Energy Comparison,FT Energy,Business Energy Comparison faces Ofgem investigation over mis-selling complaints,,2026-06-20 17:59:39+00:00,https://example.com/sample-article,negative,Business Energy Comparison faces Ofgem investigation over mis-selling complaints. ,-0.802,negative
Business Energy Comparison,FT Energy,Business Energy Comparison comments on rising wholesale electricity prices,,2026-05-15 17:59:39+00:00,https://example.com/sample-article,neutral,Business Energy Comparison comments on rising wholesale electricity prices. ,0.2732,positive
Business Energy Comparison,Utility Week,Complaints against Business Energy Comparison rise sharply amid price volatility,,2026-06-11 17:59:39+00:00,https://example.com/sample-article,negative,Complaints against Business Energy Comparison rise sharply amid price volatility. ,-0.1027,negative
Business Energy Comparison,FT Energy,Business Energy Comparison fined following regulatory breach in sales practices,,2026-05-21 17:59:39+00:00,https://example.com/sample-article,negative,Business Energy Comparison fined following regulatory breach in sales practices. ,-0.6597,negative
Business Energy Comparison,Current News,Business Energy Comparison praised by Trustpilot reviewers for transparent pricing,,2026-05-16 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison praised by Trustpilot reviewers for transparent pricing. ,0.7269,positive
Business Energy Comparison,BBC Business,Business Energy Comparison faces Ofgem investigation over mis-selling complaints,,2026-05-20 17:59:39+00:00,https://example.com/sample-article,negative,Business Energy Comparison faces Ofgem investigation over mis-selling complaints. ,-0.802,negative
Business Energy Comparison,Utility Week,Business Energy Comparison to attend upcoming UK energy industry conference,,2026-05-28 17:59:39+00:00,https://example.com/sample-article,neutral,Business Energy Comparison to attend upcoming UK energy industry conference. ,0.4939,positive
Business Energy Comparison,FT Energy,Business Energy Comparison announces partnership to support small business energy switching,,2026-06-01 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison announces partnership to support small business energy switching. ,0.7964,positive
Business Energy Comparison,BBC Business,Business Energy Comparison publishes quarterly market update for business customers,,2026-04-25 17:59:39+00:00,https://example.com/sample-article,neutral,Business Energy Comparison publishes quarterly market update for business customers. ,0.2732,positive
Business Energy Comparison,Current News,Business Energy Comparison praised by Trustpilot reviewers for transparent pricing,,2026-04-25 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison praised by Trustpilot reviewers for transparent pricing. ,0.7269,positive
Business Energy Comparison,FT Energy,Business Energy Comparison hit with backlash after sudden contract changes,,2026-05-13 17:59:39+00:00,https://example.com/sample-article,negative,Business Energy Comparison hit with backlash after sudden contract changes. ,-0.2732,negative
Business Energy Comparison,Utility Week,Complaints against Business Energy Comparison rise sharply amid price volatility,,2026-04-24 17:59:39+00:00,https://example.com/sample-article,negative,Complaints against Business Energy Comparison rise sharply amid price volatility. ,-0.1027,negative
Business Energy Comparison,FT Energy,Business Energy Comparison announces partnership to support small business energy switching,,2026-05-28 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison announces partnership to support small business energy switching. ,0.7964,positive
Business Energy Comparison,Utility Week,Business Energy Comparison announces partnership to support small business energy switching,,2026-06-04 17:59:39+00:00,https://example.com/sample-article,positive,Business Energy Comparison announces partnership to support small business energy switching. ,0.7964,positive
Business Energy Comparison,Utility Week,Business Energy Comparison updates its broker fee disclosure policy,,2026-05-27 17:59:39+00:00,https://example.com/sample-article,neutral,Business Energy Comparison updates its broker fee disclosure policy. ,0.2732,positive
Business Energy Comparison,Current News,Business Energy Comparison faces Ofgem investigation over mis-selling complaints,,2026-04-27 17:59:39+00:00,https://example.com/sample-article,negative,Business Energy Comparison faces Ofgem investigation over mis-selling complaints. ,-0.802,negative
Business Energy Comparison,Current News,Business Energy Comparison hit with backlash after sudden contract changes,,2026-07-03 17:59:39+00:00,https://example.com/sample-article,negative,Business Energy Comparison hit with backlash after sudden contract changes. ,-0.2732,negative
Business Energy Comparison,Current News,Business Energy Comparison publishes quarterly market update for business customers,,2026-05-14 17:59:39+00:00,https://example.com/sample-article,neutral,Business Energy Comparison publishes quarterly market update for business customers. ,0.2732,positive
SmartestEnergy,BBC Business,SmartestEnergy fined following regulatory breach in sales practices,,2026-05-03 17:59:39+00:00,https://example.com/sample-article,negative,SmartestEnergy fined following regulatory breach in sales practices. ,-0.7579,negative
SmartestEnergy,FT Energy,SmartestEnergy expands into new regional markets with strong growth,,2026-06-06 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy expands into new regional markets with strong growth. ,0.8126,positive
SmartestEnergy,Utility Week,SmartestEnergy to attend upcoming UK energy industry conference,,2026-04-28 17:59:39+00:00,https://example.com/sample-article,neutral,SmartestEnergy to attend upcoming UK energy industry conference. ,0.2732,positive
SmartestEnergy,Utility Week,SmartestEnergy faces Ofgem investigation over mis-selling complaints,,2026-06-02 17:59:39+00:00,https://example.com/sample-article,negative,SmartestEnergy faces Ofgem investigation over mis-selling complaints. ,-0.8519,negative
SmartestEnergy,FT Energy,SmartestEnergy named accredited broker under new Ofgem code of practice,,2026-06-19 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy named accredited broker under new Ofgem code of practice. ,0.4215,positive
SmartestEnergy,BBC Business,SmartestEnergy praised by Trustpilot reviewers for transparent pricing,,2026-04-22 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy praised by Trustpilot reviewers for transparent pricing. ,0.6124,positive
SmartestEnergy,BBC Business,"Customers report being overcharged by SmartestEnergy, watchdog says",,2026-05-11 17:59:39+00:00,https://example.com/sample-article,negative,"Customers report being overcharged by SmartestEnergy, watchdog says. ",-0.6705,negative
SmartestEnergy,BBC Business,SmartestEnergy comments on rising wholesale electricity prices,,2026-04-23 17:59:39+00:00,https://example.com/sample-article,neutral,SmartestEnergy comments on rising wholesale electricity prices. ,0.0,neutral
SmartestEnergy,Utility Week,Complaints against SmartestEnergy rise sharply amid price volatility,,2026-05-02 17:59:39+00:00,https://example.com/sample-article,negative,Complaints against SmartestEnergy rise sharply amid price volatility. ,-0.3612,negative
SmartestEnergy,FT Energy,SmartestEnergy expands into new regional markets with strong growth,,2026-04-14 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy expands into new regional markets with strong growth. ,0.8126,positive
SmartestEnergy,BBC Business,SmartestEnergy named accredited broker under new Ofgem code of practice,,2026-04-12 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy named accredited broker under new Ofgem code of practice. ,0.4215,positive
SmartestEnergy,FT Energy,SmartestEnergy fined following regulatory breach in sales practices,,2026-05-16 17:59:39+00:00,https://example.com/sample-article,negative,SmartestEnergy fined following regulatory breach in sales practices. ,-0.7579,negative
SmartestEnergy,Utility Week,SmartestEnergy wins customer service award for third year running,,2026-05-28 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy wins customer service award for third year running. ,0.7717,positive
SmartestEnergy,Utility Week,Complaints against SmartestEnergy rise sharply amid price volatility,,2026-04-11 17:59:39+00:00,https://example.com/sample-article,negative,Complaints against SmartestEnergy rise sharply amid price volatility. ,-0.3612,negative
SmartestEnergy,Current News,SmartestEnergy to attend upcoming UK energy industry conference,,2026-06-13 17:59:39+00:00,https://example.com/sample-article,neutral,SmartestEnergy to attend upcoming UK energy industry conference. ,0.2732,positive
SmartestEnergy,FT Energy,SmartestEnergy to attend upcoming UK energy industry conference,,2026-06-12 17:59:39+00:00,https://example.com/sample-article,neutral,SmartestEnergy to attend upcoming UK energy industry conference. ,0.2732,positive
SmartestEnergy,Utility Week,SmartestEnergy announces partnership to support small business energy switching,,2026-06-27 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy announces partnership to support small business energy switching. ,0.7184,positive
SmartestEnergy,FT Energy,SmartestEnergy wins customer service award for third year running,,2026-05-23 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy wins customer service award for third year running. ,0.7717,positive
SmartestEnergy,FT Energy,Complaints against SmartestEnergy rise sharply amid price volatility,,2026-04-20 17:59:39+00:00,https://example.com/sample-article,negative,Complaints against SmartestEnergy rise sharply amid price volatility. ,-0.3612,negative
SmartestEnergy,Current News,SmartestEnergy hit with backlash after sudden contract changes,,2026-05-28 17:59:39+00:00,https://example.com/sample-article,negative,SmartestEnergy hit with backlash after sudden contract changes. ,-0.4939,negative
SmartestEnergy,Current News,SmartestEnergy announces partnership to support small business energy switching,,2026-04-16 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy announces partnership to support small business energy switching. ,0.7184,positive
SmartestEnergy,FT Energy,SmartestEnergy announces partnership to support small business energy switching,,2026-05-01 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy announces partnership to support small business energy switching. ,0.7184,positive
SmartestEnergy,Current News,SmartestEnergy updates its broker fee disclosure policy,,2026-06-16 17:59:39+00:00,https://example.com/sample-article,neutral,SmartestEnergy updates its broker fee disclosure policy. ,0.0,neutral
SmartestEnergy,Utility Week,SmartestEnergy praised by Trustpilot reviewers for transparent pricing,,2026-05-13 17:59:39+00:00,https://example.com/sample-article,positive,SmartestEnergy praised by Trustpilot reviewers for transparent pricing. ,0.6124,positive
SmartestEnergy,FT Energy,SmartestEnergy comments on rising wholesale electricity prices,,2026-04-04 17:59:39+00:00,https://example.com/sample-article,neutral,SmartestEnergy comments on rising wholesale electricity prices. ,0.0,neutral
npower Business Solutions,Current News,"Customers report being overcharged by npower Business Solutions, watchdog says",,2026-06-05 17:59:39+00:00,https://example.com/sample-article,negative,"Customers report being overcharged by npower Business Solutions, watchdog says. ",-0.5859,negative
npower Business Solutions,BBC Business,npower Business Solutions expands into new regional markets with strong growth,,2026-06-19 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions expands into new regional markets with strong growth. ,0.8442,positive
npower Business Solutions,Current News,npower Business Solutions publishes quarterly market update for business customers,,2026-04-23 17:59:39+00:00,https://example.com/sample-article,neutral,npower Business Solutions publishes quarterly market update for business customers. ,0.1779,positive
npower Business Solutions,Utility Week,npower Business Solutions faces Ofgem investigation over mis-selling complaints,,2026-05-21 17:59:39+00:00,https://example.com/sample-article,negative,npower Business Solutions faces Ofgem investigation over mis-selling complaints. ,-0.8225,negative
npower Business Solutions,Utility Week,npower Business Solutions faces Ofgem investigation over mis-selling complaints,,2026-04-09 17:59:39+00:00,https://example.com/sample-article,negative,npower Business Solutions faces Ofgem investigation over mis-selling complaints. ,-0.8225,negative
npower Business Solutions,FT Energy,npower Business Solutions wins customer service award for third year running,,2026-04-15 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions wins customer service award for third year running. ,0.8126,positive
npower Business Solutions,Utility Week,Analysts review npower Business Solutions's position in the business energy market,,2026-06-02 17:59:39+00:00,https://example.com/sample-article,neutral,Analysts review npower Business Solutions's position in the business energy market. ,0.2732,positive
npower Business Solutions,Utility Week,"Customers report being overcharged by npower Business Solutions, watchdog says",,2026-05-11 17:59:39+00:00,https://example.com/sample-article,negative,"Customers report being overcharged by npower Business Solutions, watchdog says. ",-0.5859,negative
npower Business Solutions,Utility Week,npower Business Solutions announces partnership to support small business energy switching,,2026-04-12 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions announces partnership to support small business energy switching. ,0.7717,positive
npower Business Solutions,Utility Week,npower Business Solutions praised by Trustpilot reviewers for transparent pricing,,2026-05-21 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions praised by Trustpilot reviewers for transparent pricing. ,0.6908,positive
npower Business Solutions,Current News,npower Business Solutions named accredited broker under new Ofgem code of practice,,2026-05-07 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions named accredited broker under new Ofgem code of practice. ,0.5423,positive
npower Business Solutions,Current News,npower Business Solutions expands into new regional markets with strong growth,,2026-06-20 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions expands into new regional markets with strong growth. ,0.8442,positive
npower Business Solutions,FT Energy,npower Business Solutions faces Ofgem investigation over mis-selling complaints,,2026-04-12 17:59:39+00:00,https://example.com/sample-article,negative,npower Business Solutions faces Ofgem investigation over mis-selling complaints. ,-0.8225,negative
npower Business Solutions,FT Energy,npower Business Solutions to attend upcoming UK energy industry conference,,2026-05-03 17:59:39+00:00,https://example.com/sample-article,neutral,npower Business Solutions to attend upcoming UK energy industry conference. ,0.4215,positive
npower Business Solutions,Utility Week,npower Business Solutions expands into new regional markets with strong growth,,2026-06-29 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions expands into new regional markets with strong growth. ,0.8442,positive
npower Business Solutions,BBC Business,"Customers report being overcharged by npower Business Solutions, watchdog says",,2026-04-21 17:59:39+00:00,https://example.com/sample-article,negative,"Customers report being overcharged by npower Business Solutions, watchdog says. ",-0.5859,negative
npower Business Solutions,Utility Week,npower Business Solutions named accredited broker under new Ofgem code of practice,,2026-04-27 17:59:39+00:00,https://example.com/sample-article,positive,npower Business Solutions named accredited broker under new Ofgem code of practice. ,0.5423,positive
npower Business Solutions,BBC Business,Complaints against npower Business Solutions rise sharply amid price volatility,,2026-05-30 17:59:39+00:00,https://example.com/sample-article,negative,Complaints against npower Business Solutions rise sharply amid price volatility. ,-0.2023,negative
npower Business Solutions,Current News,npower Business Solutions publishes quarterly market update for business customers,,2026-05-21 17:59:39+00:00,https://example.com/sample-article,neutral,npower Business Solutions publishes quarterly market update for business customers. ,0.1779,positive
npower Business Solutions,Current News,npower Business Solutions publishes quarterly market update for business customers,,2026-05-14 17:59:39+00:00,https://example.com/sample-article,neutral,npower Business Solutions publishes quarterly market update for business customers. ,0.1779,positive
npower Business Solutions,Utility Week,npower Business Solutions updates its broker fee disclosure policy,,2026-04-22 17:59:39+00:00,https://example.com/sample-article,neutral,npower Business Solutions updates its broker fee disclosure policy. ,0.1779,positive
npower Business Solutions,BBC Business,npower Business Solutions updates its broker fee disclosure policy,,2026-05-16 17:59:39+00:00,https://example.com/sample-article,neutral,npower Business Solutions updates its broker fee disclosure policy. ,0.1779,positive
npower Business Solutions,BBC Business,"Customers report being overcharged by npower Business Solutions, watchdog says",,2026-06-12 17:59:39+00:00,https://example.com/sample-article,negative,"Customers report being overcharged by npower Business Solutions, watchdog says. ",-0.5859,negative
npower Business Solutions,BBC Business,npower Business Solutions to attend upcoming UK energy industry conference,,2026-06-28 17:59:39+00:00,https://example.com/sample-article,neutral,npower Business Solutions to attend upcoming UK energy industry conference. ,0.4215,positive
npower Business Solutions,Utility Week,Complaints against npower Business Solutions rise sharply amid price volatility,,2026-05-31 17:59:39+00:00,https://example.com/sample-article,negative,Complaints against npower Business Solutions rise sharply amid price volatility. ,-0.2023,negative
